name,gender,ethnicity,quality,call,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
Jill,female,cauc,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Keisha,female,afam,high,no,chicago,3,5,yes,no,no,yes,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Laurie,female,cauc,high,no,chicago,4,15,no,no,no,yes,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,trade
Aisha,female,afam,low,no,chicago,3,9,no,yes,no,yes,yes,no,yes,no,no,7,yes,secretary,yes,yes,no,no,yes,no,trade
Emily,female,cauc,low,no,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,7,yes,secretary,yes,yes,no,no,yes,no,trade
Jill,female,cauc,high,no,chicago,3,11,no,no,no,no,yes,yes,yes,no,no,7,yes,secretary,yes,yes,no,no,yes,no,trade
Keisha,female,afam,high,no,chicago,4,10,no,yes,no,yes,no,yes,yes,no,no,7,yes,secretary,yes,yes,no,no,yes,no,trade
Aisha,female,afam,high,no,boston,2,6,no,yes,no,no,yes,yes,yes,yes,yes,5,yes,other,yes,yes,no,no,no,no,business/personal services
Brendan,male,cauc,low,no,boston,3,10,no,no,no,yes,no,no,no,no,no,5,yes,other,yes,yes,no,no,no,no,business/personal services
Brendan,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
Carrie,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
Darnell,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,trade
Ebony,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Geoffrey,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
Jamal,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
Jamal,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
Jay,male,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
Jay,male,cauc,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,none,no,manager,no,no,no,no,no,no,unknown
Jermaine,male,afam,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,none,no,manager,no,no,no,no,no,no,unknown
Jill,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
Kareem,male,afam,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,none,no,manager,no,no,no,no,no,no,unknown
Kristen,female,cauc,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,none,no,manager,no,no,no,no,no,no,unknown
Latoya,female,afam,low,no,boston,3,8,yes,no,no,yes,no,no,no,no,no,5,yes,other,yes,yes,no,no,no,no,business/personal services
Leroy,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
Leroy,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
Neil,male,cauc,high,no,boston,4,10,yes,no,yes,yes,no,yes,yes,no,yes,5,yes,other,yes,yes,no,no,no,no,business/personal services
Rasheed,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
Sarah,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Todd,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,other,yes,yes,no,no,yes,no,unknown
Todd,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Tremayne,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,yes,no,no,no,no,no,manufacturing
Allison,female,cauc,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Anne,female,cauc,high,no,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Latoya,female,afam,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Tamika,female,afam,low,no,boston,4,11,no,no,no,no,no,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Latonya,female,afam,low,no,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Laurie,female,cauc,high,yes,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Meredith,female,cauc,low,yes,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Tamika,female,afam,high,yes,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Emily,female,cauc,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
Kenya,female,afam,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
Kristen,female,cauc,high,no,boston,6,16,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
Tanisha,female,afam,high,no,boston,5,26,yes,yes,no,yes,no,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
Ebony,female,afam,high,no,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,manufacturing
Emily,female,cauc,high,yes,boston,5,18,no,yes,no,no,no,yes,no,no,no,none,no,secretary,no,no,no,no,no,no,manufacturing
Latoya,female,afam,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,no,no,no,no,no,no,manufacturing
Sarah,female,cauc,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,manufacturing
Ebony,female,afam,low,no,boston,4,7,no,no,no,yes,yes,no,no,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Jill,female,cauc,low,no,boston,4,8,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kristen,female,cauc,high,no,boston,2,8,no,yes,no,no,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tanisha,female,afam,high,no,boston,3,7,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Emily,female,cauc,high,no,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kenya,female,afam,low,no,boston,6,4,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Sarah,female,cauc,low,no,boston,3,2,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tamika,female,afam,high,no,boston,3,12,yes,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Ebony,female,afam,low,no,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Kristen,female,cauc,high,no,boston,5,19,no,yes,no,no,no,yes,no,no,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Laurie,female,cauc,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Tanisha,female,afam,high,no,boston,6,16,no,yes,no,yes,yes,yes,yes,yes,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Allison,female,cauc,low,yes,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
Ebony,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
Kareem,male,afam,high,no,boston,2,6,no,yes,no,yes,yes,yes,yes,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
Neil,male,cauc,high,no,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,some,no,other,yes,yes,no,yes,no,no,trade
Aisha,female,afam,high,no,chicago,3,11,no,no,no,no,yes,yes,yes,no,no,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
Anne,female,cauc,low,no,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
Ebony,female,afam,low,no,chicago,4,9,no,no,no,yes,yes,no,yes,no,yes,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
Jill,female,cauc,high,no,chicago,4,14,no,yes,no,yes,no,yes,yes,yes,no,5,no,supervisor,yes,yes,no,no,no,yes,health/education/social services
Jill,female,cauc,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,yes,no,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
Keisha,female,afam,low,no,chicago,4,5,no,no,no,yes,yes,no,yes,yes,yes,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
Lakisha,female,afam,high,no,chicago,3,6,no,no,no,no,yes,yes,yes,no,no,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
Meredith,female,cauc,low,no,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,none,yes,secretary,yes,no,yes,no,yes,yes,unknown
Aisha,female,afam,low,no,chicago,3,3,no,yes,no,yes,yes,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Anne,female,cauc,high,no,chicago,4,4,no,yes,no,no,yes,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Carrie,female,cauc,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Kenya,female,afam,high,no,chicago,4,5,no,no,no,yes,yes,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Aisha,female,afam,high,no,chicago,5,7,no,no,yes,yes,no,yes,yes,yes,yes,none,no,office support,yes,no,yes,no,no,no,business/personal services
Emily,female,cauc,low,no,chicago,2,6,no,no,no,no,no,no,yes,no,no,none,no,office support,yes,no,yes,no,no,no,business/personal services
Meredith,female,cauc,high,no,chicago,3,7,no,yes,yes,no,yes,yes,yes,no,no,none,no,office support,yes,no,yes,no,no,no,business/personal services
Tanisha,female,afam,low,no,chicago,3,6,no,no,no,yes,no,no,yes,no,yes,none,no,office support,yes,no,yes,no,no,no,business/personal services
Aisha,female,afam,low,no,chicago,3,8,no,no,no,yes,no,no,yes,no,yes,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
Allison,female,cauc,low,no,chicago,3,8,no,no,no,yes,no,no,yes,no,no,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
Emily,female,cauc,high,no,chicago,4,7,no,yes,no,no,yes,yes,yes,no,yes,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
Kenya,female,afam,high,no,chicago,4,21,no,no,no,yes,yes,yes,yes,no,yes,some,no,office support,yes,yes,no,no,yes,yes,business/personal services
Allison,female,cauc,low,no,chicago,3,19,no,yes,no,yes,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,yes,health/education/social services
Kristen,female,cauc,high,yes,chicago,5,19,no,yes,no,yes,yes,yes,yes,no,no,none,no,secretary,yes,no,no,no,yes,yes,health/education/social services
Lakisha,female,afam,low,yes,chicago,4,19,no,yes,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,yes,health/education/social services
Tamika,female,afam,high,yes,chicago,5,22,no,yes,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,yes,health/education/social services
Aisha,female,afam,low,no,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,transport/communication
Emily,female,cauc,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,transport/communication
Kristen,female,cauc,low,no,chicago,3,5,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,transport/communication
Tanisha,female,afam,high,no,chicago,4,6,no,yes,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,yes,no,yes,no,transport/communication
Aisha,female,afam,high,no,chicago,2,7,no,yes,no,yes,no,yes,yes,no,no,none,no,secretary,yes,no,no,no,no,yes,business/personal services
Carrie,female,cauc,low,no,chicago,4,5,no,no,no,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,no,yes,business/personal services
Meredith,female,cauc,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,no,yes,business/personal services
Tanisha,female,afam,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,no,yes,business/personal services
Anne,female,cauc,high,no,chicago,4,7,no,yes,no,no,yes,yes,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,manufacturing
Jill,female,cauc,low,no,chicago,3,6,no,no,no,yes,no,no,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,manufacturing
Lakisha,female,afam,high,no,chicago,4,8,no,no,no,no,yes,yes,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,manufacturing
Tanisha,female,afam,low,no,chicago,3,8,no,no,no,yes,no,no,yes,no,no,some,yes,retail sales,yes,yes,no,no,no,no,manufacturing
Emily,female,cauc,high,no,chicago,3,7,no,no,no,no,yes,yes,yes,yes,yes,some,yes,office support,yes,yes,yes,no,no,yes,health/education/social services
Latoya,female,afam,high,no,chicago,3,5,yes,no,no,yes,yes,yes,yes,no,yes,some,yes,office support,yes,yes,yes,no,no,yes,health/education/social services
Meredith,female,cauc,low,no,chicago,2,6,no,no,no,no,no,no,yes,no,no,some,yes,office support,yes,yes,yes,no,no,yes,health/education/social services
Tamika,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,some,yes,office support,yes,yes,yes,no,no,yes,health/education/social services
Allison,female,cauc,high,no,chicago,5,7,no,no,yes,yes,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Latonya,female,afam,high,no,chicago,3,3,no,yes,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Meredith,female,cauc,low,no,chicago,2,2,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tamika,female,afam,low,no,chicago,2,3,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Leroy,male,afam,low,no,chicago,2,7,no,no,no,no,yes,no,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Matthew,male,cauc,high,no,chicago,3,7,no,yes,no,no,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Neil,male,cauc,low,no,chicago,4,3,no,no,no,yes,no,no,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Tyrone,male,afam,high,no,chicago,4,8,no,no,no,no,yes,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Meredith,female,cauc,high,no,chicago,4,6,no,yes,no,yes,no,yes,yes,yes,yes,5,no,supervisor,yes,yes,no,no,yes,no,trade
Tanisha,female,afam,high,no,chicago,4,7,no,no,no,no,yes,yes,yes,no,yes,5,no,supervisor,yes,yes,no,no,yes,no,trade
Carrie,female,cauc,high,no,chicago,4,21,no,no,no,yes,yes,yes,yes,no,yes,3,yes,retail sales,yes,yes,no,yes,yes,no,business/personal services
Emily,female,cauc,low,no,chicago,2,12,yes,no,no,yes,no,no,yes,no,yes,3,yes,retail sales,yes,yes,no,yes,yes,no,business/personal services
Keisha,female,afam,low,no,chicago,3,5,no,yes,no,yes,yes,no,yes,no,no,3,yes,retail sales,yes,yes,no,yes,yes,no,business/personal services
Lakisha,female,afam,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,3,yes,retail sales,yes,yes,no,yes,yes,no,business/personal services
Allison,female,cauc,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,yes,no,no,finance/insurance/real estate
Ebony,female,afam,high,no,chicago,3,5,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,yes,no,no,finance/insurance/real estate
Latoya,female,afam,low,no,chicago,5,9,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,yes,no,no,finance/insurance/real estate
Laurie,female,cauc,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,yes,no,no,finance/insurance/real estate
Allison,female,cauc,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,3,yes,manager,yes,yes,no,yes,no,no,business/personal services
Anne,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,business/personal services
Brad,male,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,yes,no,no,manufacturing
Brett,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,yes,no,yes,no,no,no,transport/communication
Darnell,male,afam,low,no,boston,5,8,no,no,no,yes,no,no,no,no,yes,none,no,other,yes,no,no,no,no,no,trade
Darnell,male,afam,low,yes,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,business/personal services
Darnell,male,afam,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,3,yes,manager,yes,yes,no,yes,no,no,business/personal services
Ebony,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,yes,other,yes,yes,no,yes,no,no,manufacturing
Emily,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Geoffrey,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,no,no,no,no,unknown
Geoffrey,male,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Jay,male,cauc,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,3,yes,manager,yes,yes,no,yes,no,no,business/personal services
Jermaine,male,afam,high,no,boston,4,20,no,yes,no,no,no,no,no,no,yes,none,no,other,yes,no,no,no,no,no,trade
Jill,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,unknown
Keisha,female,afam,high,yes,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,business/personal services
Keisha,female,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,yes,no,no,manufacturing
Lakisha,female,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,unknown
Latonya,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,yes,no,yes,no,no,no,transport/communication
Latoya,female,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Meredith,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,yes,other,yes,yes,no,yes,no,no,manufacturing
Meredith,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,yes,no,yes,no,no,no,transport/communication
Neil,male,cauc,low,no,boston,3,13,no,no,no,no,no,no,yes,no,yes,none,no,other,yes,no,no,no,no,no,trade
Rasheed,male,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,yes,no,yes,no,no,no,transport/communication
Todd,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,business/personal services
Todd,male,cauc,high,no,boston,7,5,no,yes,no,no,yes,no,yes,yes,yes,none,no,other,yes,no,no,no,no,no,trade
Tremayne,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,unknown
Tyrone,male,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Tyrone,male,afam,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,3,yes,manager,yes,yes,no,yes,no,no,business/personal services
Emily,female,cauc,low,no,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Lakisha,female,afam,high,no,boston,1,5,no,no,no,no,yes,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Sarah,female,cauc,high,yes,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Tanisha,female,afam,low,no,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Allison,female,cauc,low,no,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Kenya,female,afam,high,no,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Latonya,female,afam,low,no,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Meredith,female,cauc,high,yes,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,yes,no,yes,no,health/education/social services
Anne,female,cauc,low,no,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,no,secretary,yes,no,no,no,no,no,business/personal services
Ebony,female,afam,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,yes,no,no,no,no,no,business/personal services
Emily,female,cauc,high,no,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,secretary,yes,no,no,no,no,no,business/personal services
Tamika,female,afam,high,no,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,no,no,business/personal services
Anne,female,cauc,high,no,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
Kenya,female,afam,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
Latonya,female,afam,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
Sarah,female,cauc,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,supervisor,yes,no,no,no,yes,no,business/personal services
Ebony,female,afam,high,no,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,some,yes,secretary,yes,yes,no,yes,yes,no,health/education/social services
Kristen,female,cauc,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,some,yes,secretary,yes,yes,no,yes,yes,no,health/education/social services
Laurie,female,cauc,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,some,yes,secretary,yes,yes,no,yes,yes,no,health/education/social services
Tamika,female,afam,low,no,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,some,yes,secretary,yes,yes,no,yes,yes,no,health/education/social services
Allison,female,cauc,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,yes,office support,yes,no,no,no,yes,no,trade
Jill,female,cauc,high,no,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,trade
Kenya,female,afam,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,yes,office support,yes,no,no,no,yes,no,trade
Lakisha,female,afam,high,no,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,trade
Anne,female,cauc,high,yes,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,transport/communication
Emily,female,cauc,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,yes,no,no,no,yes,no,transport/communication
Kenya,female,afam,high,no,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,secretary,yes,no,no,no,yes,no,transport/communication
Latoya,female,afam,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,transport/communication
Ebony,female,afam,high,no,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,business/personal services
Emily,female,cauc,high,no,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,business/personal services
Jill,female,cauc,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,business/personal services
Tamika,female,afam,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,business/personal services
Allison,female,cauc,low,yes,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Hakim,male,afam,high,yes,boston,4,8,no,yes,no,no,yes,yes,yes,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Jamal,male,afam,low,yes,boston,2,6,no,no,no,no,yes,no,no,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Jay,male,cauc,high,yes,boston,2,6,no,yes,no,yes,yes,yes,yes,no,yes,none,yes,retail sales,no,no,no,no,no,no,trade
Anne,female,cauc,high,no,chicago,2,7,no,yes,no,yes,no,yes,yes,no,no,none,no,manager,no,no,no,no,no,no,unknown
Emily,female,cauc,low,no,chicago,4,8,no,no,no,yes,no,no,yes,no,yes,none,no,manager,no,no,no,no,no,no,unknown
Lakisha,female,afam,low,no,chicago,1,5,no,no,no,yes,no,no,yes,no,no,none,no,manager,no,no,no,no,no,no,unknown
Latonya,female,afam,high,no,chicago,3,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,manager,no,no,no,no,no,no,unknown
Anne,female,cauc,high,no,chicago,3,4,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Ebony,female,afam,low,no,chicago,2,4,no,no,no,no,no,no,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Sarah,female,cauc,low,no,chicago,4,4,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Tanisha,female,afam,high,no,chicago,3,4,no,yes,yes,no,yes,yes,yes,no,no,none,no,secretary,yes,no,yes,no,yes,no,health/education/social services
Laurie,female,cauc,low,no,chicago,3,7,no,no,no,yes,no,no,yes,no,yes,5,yes,supervisor,yes,yes,no,no,no,no,manufacturing
